method1,method2,method_score1,method_score2,space_size1,space_size2,space_score1,space_score2
org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray),org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray),1.1169453609061578e-06,1.335565312324167e-06,24,24,4.316173676770622e-05,7.589498783229081e-05
org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),5.668201725848819e-05,1.0648960733085753e-05,217,2,0.0006574515443439506,0.00018256537980663383
"org.apache.pdfbox.pdfwriter.COSWriter.doWriteXRefInc(COSDocument, long)","org.apache.pdfbox.pdfwriter.COSWriter.doWriteXRefInc(COSDocument, long)",1.2843014036338052e-07,4.963663996440506e-07,14,7,3.952333325155338e-06,8.035089563665556e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.visitFromDocument(COSDocument),8.393412704557878e-06,3.527653426353491e-05,11,15,5.000295914051778e-06,9.51941025291147e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary),org.apache.pdfbox.pdfwriter.COSWriter.visitFromDictionary(COSDictionary),3.231545068942991e-05,5.960364543992525e-05,38,88,4.028501809104116e-05,0.00012116459306657853
org.apache.pdfbox.pdfwriter.COSWriter.visitFromString(COSString),org.apache.pdfbox.pdfwriter.COSWriter.visitFromString(COSString),1.805692332924219e-07,1.1067589582104086e-06,2,13,1.0926045558384452e-07,6.547868232377562e-05
org.apache.pdfbox.pdmodel.PDDocument.save(String),org.apache.pdfbox.pdmodel.PDDocument.save(String),1.5256419548453622e-05,3.933420836333888e-06,,,,
org.apache.pdfbox.pdmodel.PDDocument.save(File),org.apache.pdfbox.pdmodel.PDDocument.save(File),1.7597233313417828e-06,2.6736324147830535e-05,,4,,8.823547340970107e-05
org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(String),org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),2.736024536853278e-08,1.3438966186318514e-05,,,,
org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),9.403041292687e-06,0.0001237792308658069,26,2,1.1255629963858066e-05,7.525777750681872e-05
"org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(FileInputStream, OutputStream)",org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),4.4487300461581003e-07,1.3438966186318514e-05,26,,1.1255629963858066e-05,
"org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareForDecryption(PDEncryptionDictionary, COSArray, DecryptionMaterial)","org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareForDecryption(PDEncryption, COSArray, DecryptionMaterial)",9.630017109237485e-06,6.671534842827123e-06,,1,,6.671534842827123e-06
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),2.897557877978233e-05,0.00037983300300723286,1,13,2.897557877978233e-05,0.0023164225750796374
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptDictionary(COSDictionary, long, long)","org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptDictionary(COSDictionary, long, long)",5.514389148344131e-10,7.53560978804861e-06,,214,,0.00014412759255206026
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptStream(COSStream, long, long)","org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptStream(COSStream, long, int)",5.930268961608269e-11,7.616257287894917e-05,,13,,0.00019429298516997646
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptData(long, long, InputStream, OutputStream)","org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptData(long, long, InputStream, OutputStream, boolean)",1.2353952767056306e-11,0.00033767286537183616,,4,,0.0002995378143851457
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptString(COSString, long, long)","org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptString(COSString, long, long)",4.3916353919348145e-05,4.0458842763375755e-06,2,5,0.00018761465772271595,3.0192852673204267e-06
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptStream(COSStream, long, long)","org.apache.pdfbox.pdmodel.encryption.SecurityHandler.decryptStream(COSStream, long, long)",1.6972879107711138e-10,5.980727125877181e-05,,44,,9.048071850097004e-05
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptData(long, long, InputStream, OutputStream, boolean)","org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptData(long, long, InputStream, OutputStream, boolean)",0.00033131296152608374,0.00033767286537183616,2,4,0.00018761465772271595,0.0002995378143851457
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeOwnerPassword(byte[], byte[], int, int)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeOwnerPassword(byte[], byte[], int, int)",1.0364831574313776e-07,9.209192729078922e-08,,,,
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isOwnerPassword(String, byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isOwnerPassword(String, byte[], byte[], int, byte[], int, int, boolean)",3.8379966585045915e-20,7.354022470888204e-24,,,,
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isUserPassword(String, byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isUserPassword(String, byte[], byte[], int, byte[], int, int, boolean)",2.0568897257525245e-22,6.180693661396292e-24,,,,
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareForDecryption(PDEncryptionDictionary, COSArray, DecryptionMaterial)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareForDecryption(PDEncryption, COSArray, DecryptionMaterial)",1.4948929438696507e-07,2.3752355693934527e-05,,4,,7.110278488373602e-06
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isUserPassword(byte[], byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isUserPassword(byte[], byte[], byte[], int, byte[], int, int, boolean)",4.68223073558003e-08,2.0762889704048537e-06,,3,,9.480341227700596e-06
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isOwnerPassword(byte[], byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isOwnerPassword(byte[], byte[], byte[], int, byte[], int, int, boolean)",2.081641106604597e-08,2.6123790187624094e-06,,3,,9.480341227700596e-06
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.getUserPassword(byte[], byte[], int, long)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.getUserPassword(byte[], byte[], int, int)",8.325569420553789e-07,2.899948179828499e-07,3,3,4.225941339627106e-07,3.1955013055060595e-07
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareDocumentForEncryption(PDDocument),org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareDocumentForEncryption(PDDocument),1.6456525626200198e-09,9.611574800379618e-06,,13,,0.002316326334788222
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeEncryptedKey(byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeEncryptedKey(byte[], byte[], byte[], byte[], byte[], int, byte[], int, int, boolean, boolean)",5.82541435333714e-07,5.932315710707277e-06,,,,
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeUserPassword(byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeUserPassword(byte[], byte[], int, byte[], int, int, boolean)",6.846718310188958e-07,6.669225277990232e-07,,3,,3.1955013055060595e-07
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(File),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(File),2.9016318979934604e-20,1.4609028526798013e-21,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(String),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(String),3.112063052710071e-16,1.6526435906305234e-08,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),8.398431940258833e-08,8.916584572275423e-09,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),9.383243679349084e-07,2.234636310441883e-06,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),4.3016764107246195e-16,2.914592373334039e-16,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.buildSignature(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.buildSignature(),4.06267188885198e-07,5.383055570175755e-07,2,,4.176823656450786e-07,
"org.apache.pdfbox.preflight.parser.PreflightParser.parseObjectDynamically(int, int, boolean)","org.apache.pdfbox.preflight.parser.PreflightParser.parseObjectDynamically(long, int, boolean)",6.438737817679973e-07,0.0002627376599084477,13,70,0.0001436111196875682,0.0001673709301322983
org.apache.pdfbox.pdmodel.PDDocument.protect(ProtectionPolicy),org.apache.pdfbox.pdmodel.PDDocument.protect(ProtectionPolicy),3.1634164129991855e-07,8.667826605955432e-06,,7,,0.0001087990082263455
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.addRecipient(PublicKeyRecipient),org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.addRecipient(PublicKeyRecipient),2.0842807252390706e-11,9.85621063930356e-12,,,,
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.removeRecipient(PublicKeyRecipient),org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.removeRecipient(PublicKeyRecipient),2.2867412334956336e-23,9.707782234263682e-25,,,,
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.PublicKeyProtectionPolicy(),org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.PublicKeyProtectionPolicy(),5.809477603472492e-10,4.557248809805307e-11,,,,
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.getRecipientsIterator(),org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy.getRecipientsIterator(),5.796172134295166e-17,5.253788174903974e-12,,,,
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),2.897557877978233e-05,0.00037983300300723286,1,13,2.897557877978233e-05,0.0023164225750796374
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptData(long, long, InputStream, OutputStream, boolean)","org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptData(long, long, InputStream, OutputStream, boolean)",0.00033131296152608374,0.00033767286537183616,2,4,0.00018761465772271595,0.0002995378143851457
"org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy.StandardProtectionPolicy(String, String, AccessPermission)","org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy.StandardProtectionPolicy(String, String, AccessPermission)",5.5013530833214034e-09,1.9217664299245767e-10,,,,
"org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)",1.0226211388280528e-09,6.702556174669337e-11,,,,
"org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.doIt(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.doIt(String, String, String)",2.3614954927410604e-09,1.8028143420571194e-10,,,,
org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.main(String[]),org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.main(String[]),5.561059902504641e-11,1.0312494276420785e-09,,,,
"org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.doIt(String, String)","org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.doIt(String, String)",4.050389348689112e-06,1.0992503605859357e-07,12,15,0.00152255034976914,9.287419594225941e-07
org.apache.pdfbox.examples.pdmodel.EmbeddedFiles.doIt(String),org.apache.pdfbox.examples.pdmodel.EmbeddedFiles.doIt(String),5.658761100946904e-06,1.1395243191381444e-07,25,,1.1682370164651636e-05,
org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),5.776614450306634e-09,5.177115760344873e-07,,3,,4.195913355086321e-05
"org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)","org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)",1.5986433211550259e-09,8.02338799107598e-08,12,31,0.00152255034976914,0.00014728793510715627
"org.apache.pdfbox.examples.signature.CreateVisibleSignature.signPDF(File, PDVisibleSigProperties)","org.apache.pdfbox.examples.signature.CreateVisibleSignature.signPDF(File, File, TSAClient, String)",2.8899205560476552e-09,4.411476441361341e-05,,2,,2.3068386444747703e-05
org.apache.pdfbox.pdfwriter.COSWriter.write(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(COSDocument),9.448112740788168e-08,1.3790241356961987e-08,,,,
org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),5.668201725848819e-05,1.0648960733085753e-05,217,2,0.0006574515443439506,0.00018256537980663383
org.apache.pdfbox.pdmodel.PDDocument.save(String),org.apache.pdfbox.pdmodel.PDDocument.save(String),1.5256419548453622e-05,3.933420836333888e-06,,,,
org.apache.pdfbox.pdmodel.PDDocument.save(File),org.apache.pdfbox.pdmodel.PDDocument.save(File),1.7597233313417828e-06,2.6736324147830535e-05,,4,,8.823547340970107e-05
org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(String),org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),2.736024536853278e-08,1.3438966186318514e-05,,,,
org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),org.apache.pdfbox.pdmodel.PDDocument.save(OutputStream),9.403041292687e-06,0.0001237792308658069,26,2,1.1255629963858066e-05,7.525777750681872e-05
"org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(FileInputStream, OutputStream)",org.apache.pdfbox.pdmodel.PDDocument.saveIncremental(OutputStream),4.4487300461581003e-07,1.3438966186318514e-05,26,,1.1255629963858066e-05,
"org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareForDecryption(PDEncryptionDictionary, COSArray, DecryptionMaterial)","org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareForDecryption(PDEncryption, COSArray, DecryptionMaterial)",9.630017109237485e-06,6.671534842827123e-06,,1,,6.671534842827123e-06
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler.prepareDocumentForEncryption(PDDocument),2.897557877978233e-05,0.00037983300300723286,1,13,2.897557877978233e-05,0.0023164225750796374
"org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptData(long, long, InputStream, OutputStream, boolean)","org.apache.pdfbox.pdmodel.encryption.SecurityHandler.encryptData(long, long, InputStream, OutputStream, boolean)",0.00033131296152608374,0.00033767286537183616,2,4,0.00018761465772271595,0.0002995378143851457
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isOwnerPassword(String, byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isOwnerPassword(String, byte[], byte[], int, byte[], int, int, boolean)",3.8379966585045915e-20,7.354022470888204e-24,,,,
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isUserPassword(String, byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isUserPassword(String, byte[], byte[], int, byte[], int, int, boolean)",2.0568897257525245e-22,6.180693661396292e-24,,,,
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.truncateOrPad(byte[]),org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.truncateOrPad(byte[]),5.64444969251181e-09,7.00750938205242e-10,,,,
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareForDecryption(PDEncryptionDictionary, COSArray, DecryptionMaterial)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareForDecryption(PDEncryption, COSArray, DecryptionMaterial)",1.4948929438696507e-07,2.3752355693934527e-05,,4,,7.110278488373602e-06
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.getUserPassword(byte[], byte[], int, long)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.getUserPassword(byte[], byte[], int, int)",8.325569420553789e-07,2.899948179828499e-07,3,3,4.225941339627106e-07,3.1955013055060595e-07
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareDocumentForEncryption(PDDocument),org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.prepareDocumentForEncryption(PDDocument),1.6456525626200198e-09,9.611574800379618e-06,,13,,0.002316326334788222
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeEncryptedKey(byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeEncryptedKey(byte[], byte[], byte[], byte[], byte[], int, byte[], int, int, boolean, boolean)",5.82541435333714e-07,5.932315710707277e-06,,,,
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeOwnerPassword(byte[], byte[], int, int)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeOwnerPassword(byte[], byte[], int, int)",1.0364831574313776e-07,9.209192729078922e-08,,,,
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isUserPassword(byte[], byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isUserPassword(byte[], byte[], byte[], int, byte[], int, int, boolean)",4.68223073558003e-08,2.0762889704048537e-06,,3,,9.480341227700596e-06
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isOwnerPassword(byte[], byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.isOwnerPassword(byte[], byte[], byte[], int, byte[], int, int, boolean)",2.081641106604597e-08,2.6123790187624094e-06,,3,,9.480341227700596e-06
"org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeUserPassword(byte[], byte[], int, byte[], int, int, boolean)","org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler.computeUserPassword(byte[], byte[], int, byte[], int, int, boolean)",6.846718310188958e-07,6.669225277990232e-07,,3,,3.1955013055060595e-07
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(File),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(File),2.9016318979934604e-20,1.4609028526798013e-21,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(String),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(String),3.112063052710071e-16,1.6526435906305234e-08,,,,
org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),org.apache.pdfbox.pdmodel.fdf.FDFDocument.save(OutputStream),8.398431940258833e-08,8.916584572275423e-09,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator.buildPDF(PDVisibleSignDesigner),9.383243679349084e-07,2.234636310441883e-06,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure.getTemplateAppearanceStream(),4.3016764107246195e-16,2.914592373334039e-16,,,,
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.buildSignature(),org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties.buildSignature(),4.06267188885198e-07,5.383055570175755e-07,2,,4.176823656450786e-07,
"org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddImageToPDF.createPDFFromImage(String, String, String)",1.0226211388280528e-09,6.702556174669337e-11,,,,
"org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.doIt(String, String, String)","org.apache.pdfbox.examples.pdmodel.AddMessageToEachPage.doIt(String, String, String)",2.3614954927410604e-09,1.8028143420571194e-10,,,,
org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.main(String[]),org.apache.pdfbox.examples.pdmodel.CreateBlankPDF.main(String[]),5.561059902504641e-11,1.0312494276420785e-09,,,,
"org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.doIt(String, String)","org.apache.pdfbox.examples.pdmodel.CreateLandscapePDF.doIt(String, String)",4.050389348689112e-06,1.0992503605859357e-07,12,15,0.00152255034976914,9.287419594225941e-07
org.apache.pdfbox.examples.pdmodel.EmbeddedFiles.doIt(String),org.apache.pdfbox.examples.pdmodel.EmbeddedFiles.doIt(String),5.658761100946904e-06,1.1395243191381444e-07,25,,1.1682370164651636e-05,
org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),org.apache.pdfbox.examples.pdmodel.RubberStampWithImage.doIt(String[]),5.776614450306634e-09,5.177115760344873e-07,,3,,4.195913355086321e-05
"org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)","org.apache.pdfbox.examples.pdmodel.UsingTextMatrix.doIt(String, String)",1.5986433211550259e-09,8.02338799107598e-08,12,31,0.00152255034976914,0.00014728793510715627
org.apache.pdfbox.examples.signature.CreateSignature.main(String[]),org.apache.pdfbox.examples.signature.CreateSignature.main(String[]),6.217481259088988e-06,6.107232547520813e-11,1,,6.217481259088988e-06,
org.apache.pdfbox.examples.signature.CreateVisibleSignature.main(String[]),org.apache.pdfbox.examples.signature.CreateVisibleSignature.main(String[]),4.389161978161461e-06,4.475737942275562e-11,,,,
"org.apache.pdfbox.examples.signature.CreateVisibleSignature.signPDF(File, PDVisibleSigProperties)","org.apache.pdfbox.examples.signature.CreateVisibleSignature.signPDF(File, File, TSAClient, String)",2.8899205560476552e-09,4.411476441361341e-05,,2,,2.3068386444747703e-05
org.apache.pdfbox.cos.COSArray.accept(ICOSVisitor),org.apache.pdfbox.cos.COSArray.accept(ICOSVisitor),2.260333282222051e-08,3.486992492352625e-08,4,3,8.363754198378205e-06,2.032469355905765e-05
org.apache.pdfbox.cos.COSBoolean.accept(ICOSVisitor),org.apache.pdfbox.cos.COSBoolean.accept(ICOSVisitor),1.2101176799879183e-11,6.36668195584314e-12,,,,
org.apache.pdfbox.cos.COSDictionary.accept(ICOSVisitor),org.apache.pdfbox.cos.COSDictionary.accept(ICOSVisitor),1.7370987698655853e-07,4.0902102040120863e-07,4,6,1.6280282295398602e-06,1.3747727895687414e-05
org.apache.pdfbox.cos.COSDocument.accept(ICOSVisitor),org.apache.pdfbox.cos.COSDocument.accept(ICOSVisitor),1.2730068520867523e-06,8.645791790959906e-06,,9,,0.003345943436803583
org.apache.pdfbox.cos.COSFloat.accept(ICOSVisitor),org.apache.pdfbox.cos.COSFloat.accept(ICOSVisitor),1.355692052656832e-09,1.170539932545858e-08,3,4,3.7343609234875385e-07,1.5241567917186169e-05
org.apache.pdfbox.cos.COSInteger.accept(ICOSVisitor),org.apache.pdfbox.cos.COSInteger.accept(ICOSVisitor),4.6361064958389617e-10,2.0830944849149754e-08,4,4,8.082656333473186e-06,1.5246787746405684e-05
org.apache.pdfbox.cos.COSName.accept(ICOSVisitor),org.apache.pdfbox.cos.COSName.accept(ICOSVisitor),4.4170452971296436e-08,5.1627602079850256e-08,5,6,7.858936687052434e-06,1.2599233101009395e-05
org.apache.pdfbox.cos.COSNull.accept(ICOSVisitor),org.apache.pdfbox.cos.COSNull.accept(ICOSVisitor),3.183137640676947e-10,7.371464589358797e-11,,,,
org.apache.pdfbox.cos.COSObject.accept(ICOSVisitor),org.apache.pdfbox.cos.COSObject.accept(ICOSVisitor),1.2494099752823007e-08,1.1418913942669178e-06,6,8,6.471337869706489e-06,9.53355789824969e-06
org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),org.apache.pdfbox.cos.COSStream.accept(ICOSVisitor),3.533031555331723e-08,2.6243885961256174e-07,,5,,4.547227954682116e-06
org.apache.pdfbox.cos.COSString.accept(ICOSVisitor),org.apache.pdfbox.cos.COSString.accept(ICOSVisitor),3.795167787526714e-08,9.367044664290586e-08,4,4,8.412729240375937e-06,1.5534910039275684e-05
org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.doWriteBody(COSDocument),8.47971335120843e-06,1.4232773596936263e-05,92,153,0.0010538870405839601,0.0001366585835151684
org.apache.pdfbox.pdfwriter.COSWriter.doWriteTrailer(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.doWriteTrailer(COSDocument),7.127773000529406e-07,1.1281646912476812e-07,74,14,7.873266592329943e-07,8.683229400043008e-06
org.apache.pdfbox.pdfwriter.COSWriter.write(COSDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(COSDocument),9.448112740788168e-08,1.3790241356961987e-08,,,,
org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase),org.apache.pdfbox.pdfwriter.COSWriter.doWriteObject(COSBase),5.613131641367119e-06,1.3351457088262776e-05,50,20,3.265659553958921e-05,6.445621998570231e-06
org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream),org.apache.pdfbox.pdfwriter.COSWriter.visitFromStream(COSStream),3.449521145216565e-06,7.867535962143559e-06,218,33,0.0006691635868848998,0.00036146334014876166
org.apache.pdfbox.pdfwriter.COSWriter.visitFromFloat(COSFloat),org.apache.pdfbox.pdfwriter.COSWriter.visitFromFloat(COSFloat),2.0072240874469143e-09,1.5355517169800662e-08,2,2,1.6814580700518733e-09,1.3530458247629622e-08
org.apache.pdfbox.pdfwriter.COSWriter.writeReference(COSBase),org.apache.pdfbox.pdfwriter.COSWriter.writeReference(COSBase),4.1469152535825353e-07,5.463261024117233e-07,,5,,1.5066113008414636e-05
org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray),org.apache.pdfbox.pdfwriter.COSWriter.visitFromArray(COSArray),1.1169453609061578e-06,1.335565312324167e-06,24,24,4.316173676770622e-05,7.589498783229081e-05
org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),org.apache.pdfbox.pdfwriter.COSWriter.write(PDDocument),5.668201725848819e-05,1.0648960733085753e-05,217,2,0.0006574515443439506,0.00018256537980663383
"org.apache.pdfbox.pdfwriter.COSWriter.doWriteXRefInc(COSDocument, long)","org.apache.pdfbox.pdfwriter.COSWriter.doWriteXRefInc(COSDocument, long)",1.2843014036338052e-07,4.963663996440506e-07,14,7,3.952333325155338e-06,8.035089563665556e-06
