Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,? Progress,? Time Spent,? Remaining Estimate,? Original Estimate,Labels,Date of First Response,Git Notification Mailing List,Github Integrations - Other,Github Integration,Last public comment date,Git Repository Name,Global Rank,Git Repository Type,Customer Request Type,Time to resolution,Blog Administrator?,Blogs - Admin for blog,Existing GitBox Approval,Blogs - Username,Protected Branch,Blogs - Email Address,GitHub Options,Docs Text,Git Repository Import Path,New-TLP-TLPName,Blogs - New Blog Write Access,Epic Colour,Blogs - Existing Blog Name,Attachment count,Blog - New Blog PMC,Epic Name,Blog - New Blog Administrators,Epic Status,Blog - Write access,Epic Link,Bugzilla - List of usernames,Bugzilla - PMC Name,Bugzilla - Email Notification Address,Blogs - Existing Blog Access Level,Bugzilla - Project Name,Bugzilla Id,Initial Confluence Contributors,Request participants,Waiting For Infra,Space Name,Space Description,Time to Respond,Github Integration - Triggers,INFRA - Subversion Repository Path,Space Key,Testcase included,Sprint,Rank (Obsolete),Project,Epic/Theme,Flagged,External issue ID,Machine Readable Info,External issue URL,Flags,Rank
Ivy,IVY-399,Flexible Cache Management,Improvement,Resolved,Major,Fixed,Unassigned,Eric Crahen,Eric Crahen,1/29/2007 15:54,,8/15/2012 15:52,8/15/2012 15:52,,,,,17,11,,,,,,,"IVY-321, IVY-654, IVY-694, IVY-628, IVY-700, IVY-685",ALL,"Creating an issue at Xaviers request for improving the approach to cache management

On 1/29/07, Xavier Hanin <xavier.hanin@gmail.com> wrote:

Supporting this kind of graph
could be interesting, and what makes it difficult for Ivy is that Ivy
heavily relies on its cache mechanism, which makes it impossible to do
what you want (i.e. never put anything from your local repository to
the cache).

This would be a very powerful feature to add. In 2.0, is there any reason for the cache to have to be so baked into everything? In otherwords, why not implement every resolver and all of the internal management w/ no caching what so ever baked in anywhere? Instead all caching is done in a decorator fashion by wrapping a caching resolver around any other resolver? In otherwords, the core of Ivy only knows about resolvers, no concept of cache exists in the heart of Ivy.

It seems to me this would be much more flexible, and it would still be very possible to provide the syntactic sugar to make it very simple and even seemless to configure these wrappers by default. At the same time, people who will use the flexibility have the power to set up chains that might go something like.

(logical chain)
localresolver
cacheresolver
httpresolver url=""...""
cacheresolver
httpresolver url=""...""

There is no longer any need to have things like useLocal flags. Its already expressed that the local resolver is not cached because its just not wrapped in a caching resolver.

I think this idiom should be applied to both artifact and metadata resolution.

One cool thing about this, is that in this way, since all caching is simply a type of resolver we'd provide people who don't like the particular method we use to perform caching in the resolver we provide are free to provide their own. This would address lots of the issues that have been raised about caching, consistency, doing anything remotely fancy with local resolvers - right now its very hard to address any of that because caching is not very plugable as it stands.

I think the only drawback is that it seems like its harder to configure out of the box because most people by default would want to wrap every resolver with a cacheresolver - but like I said, this is easily solvable by providing some simple syntactic sugar. For instance the simplehttpresolver might be the name of an undecorated resolver for power users, and the things named httpresolver would simple be an alias for the cacheresolver wrapped around the simplehttpresolver (or subclass, whatever is the most sensible choice)
",,,,,,,patch,1/29/2007 16:03,,,,"4 years, 47 weeks, 4 days ago",,140121,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191575,,,,,,,,0|i0x5sf:
Ivy,IVY-400,Some circular dependencies not retrieved,Bug,Resolved,Critical,Fixed,Xavier Hanin,Petri Rautakoski,Petri Rautakoski,1/30/2007 11:56,,5/22/2007 22:44,5/22/2007 22:44,1.4.1,2.0.0-alpha-2,Core,,1,2,,,,,,,,,I have circular dependencies in runtime dependencies and when I resolve and retrieve I won't get all needed dependencies. I have made a test case and will attach it into this issue. In this test there are two test scripts test-build.sh and test-runtime.sh which test that needed dependencies actually exist in destination directory.,,,,,,,,5/22/2007 19:07,,,,"10 years, 8 weeks, 5 days ago",,140122,,,Restricted to agents,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,189902,,,,,,,,0|i0wvgn:
Ivy,IVY-401,Ivy silently does the wrong thing when /tmp is full.,Improvement,Open,Minor,Unresolved,Unassigned,John Williams,John Williams,1/30/2007 16:27,,1/31/2007 17:05,,1.4.1,,Core,,0,0,,,,,,,,Linux,"I ran into a case where Ivy was mysteriously failing to consider revision 1.0.9999-local of a module called lcc.util.nlp. Inspecting the logs revealed that the problem was a lack of disk space:

WARN: problem while downloading ivy file: /home/smcdaniel/.ivy/local/lcc/lcc.util.nlp/1.0.9999-local/ivys/ivy.xml to /tmp/ivy50398xml: No space left on device

Unfortunately this warning was buried in all the output that Ivy generates! This suggests two possible improvements to me: fail loudly when there is an error saving downloaded data (as opposed to reading the data from the repository), and avoid using /tmp at all for ivy.xml files. (I assume a temp dir is used to avoid having partial ivy.xml files in the file system, but that's not 100% reliable on systems where /tmp is on a different physical volume than ~/.ivy, and it seems unnecessary to use a file at all since ivy.xml files are never very large.)",,,,,,,,1/30/2007 17:48,,,,"10 years, 24 weeks, 4 days ago",,140123,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245953,,,,,,,,0|i16hev:
Ivy,IVY-402,Update of file system repositories is non-atomic.,Improvement,Open,Minor,Unresolved,Unassigned,John Williams,John Williams,1/30/2007 16:38,,4/24/2007 16:09,,1.4.1,,Core,,0,0,,,,,,,,"Linux, JDK 1.5","I occasionally have a problem that seems to be caused by using a jar file in an Ivy repository while that file is in the process of being copied, causing the JVM to throw crazy exceptions (see below). If that's really what the problem is, I think a good fix would be to copy the jar file to a temp file in the same directory as the final location and then rename when temp file when the copy is complete.

java.lang.InternalError: jzentry == 0,
jzfile = 1813396632,
total = 2398,
name = /main/public/local/devh/ivy/snapshots/lcc/litenejava/1.3.2-snapshot/jars/litenejava.jar,
i = 166,
message = invalid LOC header (bad signature)
at java.util.zip.ZipFile$3.nextElement(ZipFile.java:429)
at java.util.zip.ZipFile$3.nextElement(ZipFile.java:415)
at java.util.jar.JarFile$1.nextElement(JarFile.java:221)
at java.util.jar.JarFile$1.nextElement(JarFile.java:220)
at sun.misc.URLClassPath$JarLoader.validIndex(URLClassPath.java:648)
at sun.misc.URLClassPath$JarLoader.getResource(URLClassPath.java:767)
at sun.misc.URLClassPath$JarLoader.getResource(URLClassPath.java:682)",,,,,,,,1/30/2007 17:50,,,,"10 years, 12 weeks, 5 days ago",,140124,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245952,,,,,,,,0|i16hen:
Ivy,IVY-403,"customize ""default"" conf behavior",New Feature,Open,Minor,Unresolved,Unassigned,Han Wang,Han Wang,2/7/2007 20:20,,2/7/2007 20:20,,1.3.1,,Ant,,0,0,,,,,,,,"Windows xp, Linux, Solaris, Unix","Say my project depends on some module in my ivy repository and when I specifies the dependency, I use the following:

<dependency org=""org"" name=""module"" rev=""1.0.1"" />

so no ""conf"" attribute is specified. Currently in version 1.3.1 and 1.4 I believe, the behavior is that all the public configurations of the module in ivy repository will be used, which is not the desired behavior sometimes. I'd like to have a way to change this default behavior so that when no ""conf"" is specified, it only uses a specific public configuration.

e.g.
Module in ivy repository has the following configurations:

<configurations>
<conf name=""core"" />
<conf name=""jms"" />
<conf name=""swing-gui"" />
</configurations>

And in my project, when I specify:
<dependency org=""org"" name=""module"" rev=""1.0.0"" />
only the ""core"" configuration is used. And when I specify:a
<dependency org=""org"" name=""module"" rev=""1.0.0"" conf=""jms"" />
only ""jms"" configuration is used.",,,,,,,,,,,,"10 years, 23 weeks, 4 days ago",,89173,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245951,,,,,,,,0|i16hef:
Ivy,IVY-404,Static revision replacement is not working when delivering an artifact with a dependency on a branch,Bug,Resolved,Critical,Fixed,Xavier Hanin,Barrett Snyder,Barrett Snyder,2/9/2007 0:34,,6/26/2007 12:47,3/2/2007 10:44,1.4.1,"1.4.2, 2.0.0-alpha-1","Ant, Core",,0,0,,,,,,,IVY-433,,"In trying to deliver an ivy.xml, using the ant <deliver> task, for an artifact which has a dependency on a ""latest.release"" revision of a specific branch the dynamic revision is not getting replaced with the static rev. Here is what the dependency looks like:
<dependency name=""my-framework"" rev=""latest.release"" branch=""fix_for_release""/>

If I remove the branch indicator the latest HEAD revision gets used and the rev attribute gets updated correctly. If I add the branch attribute the correct dependent branch release jar gets used, but the dynamic revision of the published ivy stays ""latest.release"".",,,,,,,,3/2/2007 10:44,,,,"10 years, 20 weeks, 3 days ago",,140125,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,189890,,,,,,,,0|i0wvdz:
Ivy,IVY-405,Unreachable link on FAQ page,Bug,Resolved,Minor,Fixed,Xavier Hanin,Maarten Coene,Maarten Coene,2/19/2007 14:45,,4/26/2007 7:46,3/1/2007 13:49,unspecified,2.0.0-alpha-1,Documentation,,0,0,,,,,,,,,"The following link to ""product comparison"" on the FAQ does not exist:
http://incubator.apache.org/search/node/ivy+doc+comparison.html",,,,,,,,3/1/2007 11:18,,,,"10 years, 20 weeks, 3 days ago",,140126,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191827,,,,,,,,0|i0x7cf:
Ivy,IVY-406,"First Tutorial does not work, points to old location.",Bug,Resolved,Major,Fixed,Unassigned,Gavin,Gavin,2/23/2007 12:49,,2/26/2007 8:53,2/26/2007 8:53,unspecified,1.4.1,Documentation,,0,0,,,,,,,,,"Looking at http://incubator.apache.org/ivy/doc/tutorial.html it uses an example build.xml file.

Unfortunatly it points to 'get src=""http://www.jayasoft.org/downloads/ivy/${ivy.install.version}/ivy-${ivy.install.version}.jar'

So build fails, not a good first impression for users tentatively trying out Tutorial One!

I'd send a patch but havent got as far as finding the new location yet.
",,,,,,,,2/23/2007 13:29,,,,"10 years, 21 weeks ago",,140127,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191378,,,,,,,,0|i0x4kn:
Ivy,IVY-407,publication dates in latest-time conflict resolution are not used,Bug,Resolved,Major,Fixed,Xavier Hanin,Gilles Faucherand,Gilles Faucherand,2/23/2007 13:56,,4/26/2007 7:46,3/8/2007 9:30,"1.4.1, 2.0",2.0.0-alpha-1,,,0,0,,,,,,,,"- Linux Fedora Core 6 
- java version ""1.5.0_10"" 
Java(TM) 2 Runtime Environment, Standard Edition (build 1.5.0_10-b03) 
Java HotSpot(TM) Client VM (build 1.5.0_10-b03, mixed mode, sharing)
- FileSystem repository
","I have some problems with eviction strategy, conflict resolution do not retrieve
the last in time artifact published whereas the publication date are correct in the ivy
file of the repository.

Reproduce the bug:
Set a defaultConflictManager=""latest-time"" in the ivyconf file
There are 3 modules A, B and C.
1) publish C-1.0.0 and later C-1.0.1
2) B needs C-1.0.0 : retrieve (ok) and publish B-1.0.0
3) A needs B-1.0.0 and C-1.0.1 : (order is important: B before C in A module ivy file...) 
then retrieve, we get C-1.0.0 whereas it should be C-1.0.1 (latest in time)

I do not set publication date in the module ivy file (boring to change all the time) or in 
the call of the publish task (attribute pubdate), Should I ?

Anyway the publication dates have been set (by publish task ?) in the ivy files of the repository and they
are different ... and not used ?

",,,,,,,,2/23/2007 17:50,,,,"10 years, 19 weeks, 3 days ago",,140128,,,Restricted to agents,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191082,,,,,,,,0|i0x2qv:
Ivy,IVY-408,Publish extra info attributes in reports,Improvement,Open,Major,Unresolved,Stephen Nesbitt,Stephen Nesbitt,Stephen Nesbitt,2/24/2007 0:06,,3/15/2007 22:14,,1.4.1,,Core,,0,0,,,,,,IVY-446,,Linux,"While Ivy 1.4.1 supports additional attributes on the info element, those attributes are not printed in the reports. Update XmlReportOutput.java to output extra attributes. Also update xslt processor to display such attributes.

The code changes appear very minor. I plan to submit a patch within the next 2 weeks.",,,,,,,,3/15/2007 22:14,,,,"10 years, 18 weeks, 3 days ago",,89079,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245950,,,,,,,,0|i16he7:
Ivy,IVY-409,hello-ivy directory and samples missing.,Bug,Resolved,Major,Invalid,Unassigned,Gavin,Gavin,2/25/2007 3:44,,2/25/2007 3:47,2/25/2007 3:47,1.4.1,1.4.1,Documentation,,0,0,,,,,,,,WinXP using Command Prompt.,"The follow on tutorial http://incubator.apache.org/ivy/doc/tutorial/start.html mentions ""You'll find this tutorial sources in the ivy distribution in the src/example/hello-ivy directory."" .

At this stage, after following on from the first tutorial, this directory or its contents do not yet exist so can not continue.

",,,,,,,,,,,,"10 years, 21 weeks, 1 day ago",,140129,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,192283,,,,,,,,0|i0xa5r:
Ivy,IVY-410,Dependencies Graph missing,Bug,Resolved,Minor,Fixed,Unassigned,Gavin,Gavin,2/25/2007 9:50,,4/26/2007 7:46,2/25/2007 10:12,unspecified,2.0.0-alpha-1,Documentation,,0,0,,,,,,,,Website,"The dependencies Graph and it's enlarged version are missing from http://incubator.apache.org/ivy/doc/tutorial/multiproject.html
",,,,,,,,2/25/2007 10:12,,,,"10 years, 21 weeks, 1 day ago",,140130,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191833,,,,,,,,0|i0x7dr:
Ivy,IVY-411,review home page template,Improvement,Resolved,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,2/26/2007 19:02,,4/26/2007 7:46,3/1/2007 14:47,2,2.0.0-alpha-1,Documentation,,0,0,,,,,,,,,"The home page of Ivy shows a big Ivy logo in the center, with another logo at the top right. Removing the top banner for the home page only would improve its layout.",,,,,,,,2/27/2007 4:22,,,,"10 years, 20 weeks, 3 days ago",,140131,,,Restricted to agents,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191064,,,,,,,,0|i0x2mv:
Ivy,IVY-412,typos on quickstart page,Improvement,Resolved,Trivial,Fixed,Xavier Hanin,Matt Benson,Matt Benson,2/28/2007 16:10,,4/26/2007 7:46,3/1/2007 14:10,"1.4.1, 2.0",2.0.0-alpha-1,Documentation,,0,0,,,,,,,,,as in summary. Will attach patch.,,,,,,,,3/1/2007 14:10,,,,"10 years, 20 weeks, 3 days ago",,140132,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191990,,,,,,,,0|i0x8cn:
Ivy,IVY-413,broken link on configuration document page,Improvement,Resolved,Minor,Fixed,Unassigned,Matt Benson,Matt Benson,2/28/2007 16:15,,4/26/2007 7:47,3/1/2007 17:14,2,2.0.0-alpha-1,Documentation,,0,0,,,,,,,,,"triggers.html is in doc/doc/conf instead of doc/doc/configuration along with everything else. In the sidebar triggers.html is referenced as being in doc/doc/conf, but configuration.html links to it in doc/doc/configuration. Recommend moving plus all associated fixes and will attach patch.",,,,,,,,3/1/2007 14:12,,,,"10 years, 20 weeks, 3 days ago",,140133,,,Restricted to agents,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191836,,,,,,,,0|i0x7ef:
Ivy,IVY-414,ivy html reports still seem to refer to images on http://ivy.jayasoft.org,Bug,Resolved,Major,Fixed,Gilles Scokart,John Gill,John Gill,3/1/2007 3:19,,6/25/2008 9:59,6/25/2008 9:59,1.4.1,2.0-RC1,,,0,1,,,,,,,IVY-617,,"It seems that the ivy-report.xsl file still refers to various images at jayasoft and even though the URL is redirected to the incubator for ivy at apache, the images are not there either.

The images in question are:
* http://ivy.jayasoft.org/images/searched.gif
* http://ivy.jayasoft.org/images/downloaded.gif
* http://ivy.jayasoft.org/images/evicted.gif
* http://ivy.jayasoft.org/images/error.gif
* http://ivy.jayasoft.org/logo.png

Would it be possible to upload the images somewhere (or attach them to this issue) so I can download them and use a custom ivy-report.xsl. In addition, it would be good if the the ivy-report.xsl supplied with ivy refers to images that actually exist.

It might also be a good idea to make the images part of the ivy project in subversion so they can all be kept together (or maybe they already are and I can't find them).",,,,,,,,3/1/2007 8:47,,,,"9 years, 3 weeks, 5 days ago",,140134,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,190342,,,,,,,,0|i0wy6f:
Ivy,IVY-415,Static revision replacement is not working when delivering an artifact with a dependency having extra attributes,Bug,Resolved,Critical,Fixed,Xavier Hanin,Stephen Nesbitt,Stephen Nesbitt,3/6/2007 0:30,,6/26/2007 12:46,3/7/2007 10:30,1.4.1,"1.4.2, 2.0.0-alpha-1",Core,,0,0,,,,,,,,"linux, ant 1.6.5, ivy 1.4.1","When an ivy file contains dependency elements having an extra attribute, the dynamic revision will *not* be replaced with a static revision during delivery. Instead the dynamic revision values remain.

This is probably related to IVY-404.

In my opinion this is a significant problem significantly compromising reproducability. The only work around I know is to capture the generated reports in which the static version does replace the dynamic revision.",,,,,,,,3/7/2007 10:30,,,,"10 years, 19 weeks, 5 days ago",,140135,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,189869,,,,,,,,0|i0wv9b:
Ivy,IVY-416,Add a task/code to create M2 POM files from Ivy configurations,New Feature,Resolved,Major,Fixed,Xavier Hanin,Steve Loughran,Steve Loughran,3/6/2007 16:50,,4/29/2010 8:06,11/13/2007 12:54,,2.0.0-beta-1,,,0,0,,,,,,,,,"From the ivy-user mail list; need a way to create POM files from the ivy configuration. 

Proposed: let people declare what ivy confs 

<ivy:makepom file=""build/m2.pom"">
<scope name=""compile"" conf=""build,java5"" />
<scope name=""optional"" conf=""java6,java4-scripting"" />
</ivy:makepom>


One funny is that maven has a different eviction policy from Ivy (closest declaration to the root of the graph wins; conflict at the same depth is an error). We
may want to avoid transitive dependency mismatch by explicitly listing the complete resolved graph in the POM, as resolved by Ivy rather than
Maven. That way, recipients get what we declared, with the right to > override it by declaring stuff closer, in their own POMs. Maybe that
would be a switch

<ivy:makepom file=""build/m2.pom"" resolve=""true"">
<scope name=""compile"" conf=""build,java5"" />
<scope name=""optional"" conf=""java6,java4-scripting"" />
</ivy:makepom>

",,,,,,,,11/13/2007 12:54,,,,"9 years, 35 weeks, 5 days ago",,140136,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,190855,,,,,,,,0|i0x1cf:
Ivy,IVY-417,bad parsing of poms with build plugins,Bug,Resolved,Major,Fixed,Unassigned,Xavier Hanin,Xavier Hanin,3/7/2007 17:18,,4/26/2007 7:46,3/7/2007 17:36,1.4.1,2.0.0-alpha-1,Core,,0,0,,,,,,,,,"When a pom contains build plugins, sometimes Ivy is lost and uses the id of the plugin as identifier, thus causing errors like:
maven2: bad organisation found in http://www.ibiblio.org/maven2/org/mule/mule/1.3.3/mule-1.3.3.pom: expected='org.mule' found='org.codehaus.mojo'",,,,,,,,,,,,"10 years, 19 weeks, 4 days ago",,140137,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191076,,,,,,,,0|i0x2pj:
Ivy,IVY-418,Ivy doesn't recognize maven2 classifiers,Improvement,Resolved,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,3/7/2007 18:44,,4/26/2007 7:47,3/7/2007 21:11,,2.0.0-alpha-1,,,0,0,,,,,,,,,"Maven2 allows to define a classifier when declaring a dependency. For instance:
{code:xml}
<dependency>
<groupId>org.safehaus.jug</groupId>
<artifactId>jug</artifactId>
<version>2.0.0</version>
<classifier>asl</classifier>
</dependency>
{code}

In this case the artifact which should be downloaded is:
http://repo1.maven.org/maven2/org/safehaus/jug/jug/2.0.0/jug-2.0.0-asl.jar

As one can see, the classifier is appended after the revision. For the moment doesn't support this notion and fails, trying to download http://repo1.maven.org/maven2/org/safehaus/jug/jug/2.0.0/jug-2.0.0.jar",,,,,,,,,,,,"10 years, 19 weeks, 4 days ago",,140138,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191067,,,,,,,,0|i0x2nj:
Ivy,IVY-419,define artifacts not declared by the dependency module descriptor,New Feature,Resolved,Major,Fixed,Unassigned,Xavier Hanin,Xavier Hanin,3/7/2007 20:59,,4/26/2007 7:46,3/7/2007 21:03,1.4.1,2.0.0-alpha-1,,,0,0,,,,,,,,,"When you don't control your dependency module descriptor (using a public repo for example) it happens that you want more control over the dependency.

For the moment, it's possible to define artifacts for the dependency only if the dependency has no module descriptor. What would be interesting would be to be able to declare such artifacts even when the dependency has a module descriptor. To be sure this is what is requested by the user, a boolean attribute would be use on the dependency artifact declaration:
{code:xml}
<dependency org=""foo"" name=""bar"" rev=""1.0"">
<artifact name=""baz"" type=""source"" ext=""jar"" assumePublished=""true""/>
</dependency>
{code}
This feature would also help implement maven2 classifiers (see IVY-418)",,,,,,,,3/7/2007 22:25,,,,"10 years, 19 weeks, 3 days ago",,140139,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191043,,,,,,,,0|i0x2i7:
Ivy,IVY-420,"FileUtil#copy(File src, File dest, CopyProgressListener l, boolean overwrite)",Bug,Resolved,Major,Fixed,Unassigned,Xavier Hanin,Xavier Hanin,3/7/2007 21:40,,4/26/2007 7:46,3/7/2007 22:11,,2.0.0-alpha-1,,,0,0,,,,,,,,,"FileUtil#copy(File src, File dest, CopyProgressListener l, boolean overwrite) output a verbose message when overwrite = faalse and file exist saying that nothing is done, but the copy is done anyway.",,,,,,,,,,,,"10 years, 19 weeks, 4 days ago",,140140,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191033,,,,,,,,0|i0x2fz:
Ivy,IVY-421,useOrigin information should be self-contained in the resolved data,Improvement,Open,Minor,Unresolved,Unassigned,Stephane Bailliez,Stephane Bailliez,3/7/2007 22:01,,3/7/2007 22:14,,1.4.1,,Ant,,0,0,,,,,,,IVY-366,,"When using the 'useOrigin' attribute to yes, this property must be repeated over all post-resolve tasks which is quite unnecessary and prevent a flexible use of Ivy.
For example if we want to define a specific usage in a common build file, this information must be repeated over many tasks calls.

All the information should be self-contained in the resolved data.",,,,,,,,,,,,"10 years, 19 weeks, 4 days ago",,140141,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,245949,,,,,,,,0|i16hdz:
Ivy,IVY-422,NPE when no organisation or no name is provided in module element of ivyconf,Bug,Resolved,Major,Fixed,Unassigned,Xavier Hanin,Xavier Hanin,3/8/2007 11:02,,4/26/2007 7:46,3/8/2007 11:15,1.4.1,2.0.0-alpha-1,,,0,0,,,,,,,,,"When you don't provide an organisation in your module element, Ivy fails with an NPE instead of a clean error:
{code}
<modules>
<module name=""ivy"" resolver=""ivy""/>
</modules>
{code}",,,,,,,,,,,,"10 years, 19 weeks, 4 days ago",,140142,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191012,,,,,,,,0|i0x2bb:
Ivy,IVY-423,Incorrect pom parsing with profile,Bug,Resolved,Major,Fixed,Unassigned,Xavier Hanin,Xavier Hanin,3/8/2007 13:03,,4/26/2007 7:46,3/8/2007 13:06,,2.0.0-alpha-1,Core,,0,0,,,,,,,,,"When a pom contains profiles with dependencies, Ivy is lost with the parsing.
For instance, with this pom:
http://repo1.maven.org/maven2/org/mule/modules/mule-module-builders/1.3.3/mule-module-builders-1.3.3.pom

Ivy complains:
{code}
bad organisation found in http://repo1.maven.org/maven2/org/mule/modules/mule-module-builders/1.3.3/mule-module-builders-1.3.3.pom: 
expected='org.mule.modules' found='xml-apis'
{code}",,,,,,,,,,,,"10 years, 19 weeks, 3 days ago",,140143,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191070,,,,,,,,0|i0x2o7:
Ivy,IVY-424,no groupId when getting shale-tiger from people.apache.org,Bug,Resolved,Critical,Fixed,Maarten Coene,Jan Koops,Jan Koops,3/8/2007 13:07,,6/13/2007 21:18,6/13/2007 21:18,2,2.0.0-alpha-2,Core,,0,0,,,,,,,,"W2K, jdk1.5.0_08","When I use the build-a-ivy-repository example to get org.apache.shale/shale-tiger-1.1.0-SNAPHOT I get:
[ivy:install] :: installing [ org.apache.shale | shale-tiger | 1.1.0-SNAPSHOT ] ::
[ivy:install] :: resolving dependencies ::
[ivy:install] people-apache-maven2: found md file for [ org.apache.shale | shale-tiger | 1.1.0-SNAPSHOT ]
[ivy:install] => http://people.apache.org/maven-snapshot-repository/org/apache/shale/shale-tiger/1.1.0-SNAPSHOT/shale-tiger-1.1.0-SNAPSHOT.pom (1.1.0-SNAPSHOT)
[ivy:install] people-apache-maven2: downloading http://people.apache.org/maven-snapshot-repository/org/apache/shale/shale-tiger/1.1.0-SNAPSHOT/shale-tiger-1.1.0-SNAPSHOT.pom
[ivy:install] people-apache-maven2: downloading http://people.apache.org/maven-snapshot-repository/org/apache/shale/shale-tiger/1.1.0-SNAPSHOT/shale-tiger-1.1.0-SNAPSHOT.pom.sha1
[ivy:install] sha1 OK for http://people.apache.org/maven-snapshot-repository/org/apache/shale/shale-tiger/1.1.0-SNAPSHOT/shale-tiger-1.1.0-SNAPSHOT.pom
[ivy:install] problem occured while resolving dependency: [ org.apache.shale | shale-tiger | 1.1.0-SNAPSHOT ] {default=[*]} with people-apache-maven2: java.text.ParseException: no groupId found in pom in file:/C:/WINNT/TEMP/ivy61323xml",,,,,,,,3/8/2007 13:29,,,,"10 years, 5 weeks, 4 days ago",,140144,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,189873,,,,,,,,0|i0wva7:
Ivy,IVY-425,${project.groupId} and ${project.version} not processed correctly in poms,Bug,Resolved,Major,Fixed,Xavier Hanin,Xavier Hanin,Xavier Hanin,3/8/2007 15:00,,4/26/2007 7:46,3/8/2007 15:23,1.4.1,2.0.0-alpha-1,Core,,0,0,,,,,,,,,"When a pom contains reference to ${project.groupId} or ${project.version}, they are not processed correctly.

See http://repo1.maven.org/maven2/org/springframework/spring-hibernate3/2.0.2/spring-hibernate3-2.0.2.pom for an example of how they can be used.",,,,,,,,,,,,"10 years, 19 weeks, 3 days ago",,140145,,,Restricted to agents,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Restricted to agents,,,Restricted to agents,,,,,,191315,,,,,,,,0|i0x46n:
